Democratic People's Republic of Korea, Italy, reef, 20, 63, baqxsi, 1582284844
Cuba, Macedonia, dry, 20, 418, exlgio, 1582284844
Brunei Darussalam, Croatia, reef, 20, 337, ftbgva, 1582284844
San Marino, Norfolk Island, reef, 40, 321, dbxnez, 1582284844
Ukraine, Cote d'Ivoire, dry, 40, 404, hstvre, 1582284844
Spain, Paraguay, reef, 40, 277, ursvon, 1582284844
Heard Island and McDonald Islands, Finland, dry, 40, 413, nztfug, 1582284844
China, Zimbabwe, reef, 40, 46, iepckq, 1582284844
Bhutan, Maldives, dry, 20, 231, inofeu, 1582284844
Bangladesh, Algeria, dry, 20, 286, rwepdg, 1582284844
Comoros, Belgium, dry, 20, 338, gjkvlc, 1582284844
Turkmenistan, Turks and Caicos Islands, reef, 40, 461, vxuqzb, 1582284844
Pitcairn Islands, Togo, reef, 20, 449, pkmqrd, 1582284844
Egypt, Norway, reef, 20, 457, dypecm, 1582284844
Eritrea, Armenia, reef, 40, 19, pxlgkc, 1582284844
Gibraltar, Aruba, dry, 40, 394, pbrxam, 1582284844
Ireland, Afghanistan, dry, 20, 73, qjhscl, 1582284844
Comoros, Dominican Republic, dry, 20, 95, hxpiqb, 1582284844
British', Russian Federation, reef, 40, 234, hoklqi, 1582284844
Lao People's Democratic Republic, Cote d'Ivoire, dry, 40, 23, lcbykh, 1582284844
Somalia, Saint Lucia, reef, 40, 290, hubsmq, 1582284844
Somalia, Thailand, reef, 20, 40, mhosub, 1582284844
French Southern Territories, Qatar, dry, 40, 32, tyjepn, 1582284844
Bahamas, Bermuda, reef, 20, 246, tlihab, 1582284844
Tokelau, Heard Island and McDonald Islands, reef, 20, 377, phufvz, 1582284844
Swaziland, Mauritius, dry, 20, 274, fwkvjd, 1582284844
French Southern Territories, Argentina, dry, 20, 282, jbqrcx, 1582284844
Vietnam, Uruguay, dry, 40, 471, durvwg, 1582284844
Cape Verde, Guinea-Bissau, dry, 20, 163, oxhtpv, 1582284844
Iraq, American Samoa, reef, 20, 495, hpfidn, 1582284844
Maldives, Papua New Guinea, reef, 40, 54, xhibkf, 1582284844
Burundi, British Indian Ocean Territory (Chagos Archipelago), reef, 20, 356, vajdip, 1582284844
Trinidad and Tobago, San Marino, dry, 20, 339, evbysd, 1582284844
Malawi, Kuwait, dry, 20, 312, jbzles, 1582284844
Cape Verde, Congo, reef, 40, 477, wcjgut, 1582284844
Thailand, Guernsey, dry, 20, 328, fsjvpb, 1582284844
Ukraine, Isle of Man, reef, 20, 401, xvnuwh, 1582284844
Kiribati, Romania, dry, 40, 480, jcxfiz, 1582284844
Venezuela, Belgium, dry, 20, 37, fserpw, 1582284844
Wallis and Futuna, Suriname, dry, 20, 211, vlgtmn, 1582284844
South Georgia and the South Sandwich Islands, Guadeloupe, dry, 20, 383, nshykv, 1582284844
Cyprus, Tokelau, dry, 40, 183, xguyoh, 1582284844
Belgium, Romania, dry, 40, 214, nzhdtm, 1582284844
Niue, Mexico, dry, 40, 383, dabimh, 1582284844
U.S.', Wallis and Futuna, reef, 40, 121, aitrfd, 1582284844
Togo, Zambia, reef, 40, 151, jcmbtu, 1582284844
Kiribati, Gambia, reef, 20, 91, ywfobk, 1582284844
Cameroon, Thailand, reef, 20, 161, taosxf, 1582284844
Sri Lanka, Thailand, dry, 20, 126, jlfpuo, 1582284844
Honduras, Kuwait, dry, 20, 22, hqwoej, 1582284844
Singapore, Niue, reef, 20, 306, khtgev, 1582284844
Bangladesh, Pitcairn Islands, reef, 40, 429, radphu, 1582284844
Jamaica, San Marino, reef, 40, 143, zqatyn, 1582284844
Russian Federation, Grenada, reef, 20, 375, mswxrj, 1582284844
Andorra, Christmas Island, dry, 20, 244, pjhiax, 1582284844
Cocos (Keeling) Islands, Austria, reef, 20, 271, bpydoi, 1582284844
Bangladesh, Gambia, reef, 20, 347, gevjlb, 1582284844
U.S.', Taiwan, dry, 40, 482, fteipa, 1582284844
Bahrain, Nigeria, dry, 20, 18, cqvuso, 1582284844
Kenya, Denmark, reef, 20, 279, haxtzk, 1582284844
Kyrgyz Republic, Romania, dry, 40, 197, gmuqkt, 1582284844
Hungary, Nigeria, dry, 40, 143, vcksgp, 1582284844
Sudan, New Caledonia, reef, 40, 239, gjqcsa, 1582284844
Pakistan, Saint Pierre and Miquelon, reef, 20, 321, kfxdwq, 1582284844
Barbados, Morocco, dry, 40, 129, ejpkqr, 1582284844
'Virgin Islands, Saint Kitts and Nevis, dry, 20, 38, tuyqcg, 1582284844
Turkmenistan, Zimbabwe, dry, 20, 346, ifrumg, 1582284844
Uruguay, Sri Lanka, reef, 20, 312, gyhjvt, 1582284844
Oman, Sierra Leone, dry, 40, 154, nqyajw, 1582284844
Cambodia, Oman, dry, 20, 321, mtcjgp, 1582284844
Gabon, Christmas Island, dry, 40, 383, zwopin, 1582284844
Uganda, Puerto Rico, dry, 40, 144, ugqyoh, 1582284844
Nicaragua, Mexico, reef, 40, 243, ciuasf, 1582284844
Greenland, Hong Kong, reef, 40, 366, mlfotj, 1582284844
Montenegro, Singapore, reef, 20, 129, eyndbl, 1582284844
Bahamas, Dominica, reef, 40, 149, tiufmd, 1582284844
Swaziland, Tuvalu, dry, 20, 272, grzjty, 1582284844
El Salvador, Romania, reef, 40, 333, ujlwpt, 1582284844
Saint Martin, Guinea, dry, 20, 325, apqjzl, 1582284844
Hungary, Saint Kitts and Nevis, reef, 20, 183, fwimvy, 1582284844
Maldives, Uzbekistan, dry, 20, 355, vumzfo, 1582284844
Singapore, Nauru, reef, 40, 120, azwxce, 1582284844
Dominica, Uganda, reef, 20, 249, nkdsix, 1582284844
Kuwait, Taiwan, dry, 40, 35, jlwyir, 1582284844
Slovakia (Slovak Republic), Burundi, dry, 20, 192, oyliwm, 1582284844
Hong Kong, Montenegro, reef, 40, 89, topdxz, 1582284844
Cuba, New Caledonia, dry, 20, 489, efpkzr, 1582284844
Cote d'Ivoire, Uganda, dry, 20, 120, hqnzil, 1582284844
Sierra Leone, Bahamas, dry, 20, 386, cqxvbk, 1582284844
Cayman Islands, French Southern Territories, reef, 40, 246, plauvr, 1582284844
Honduras, Iraq, reef, 20, 87, quetdv, 1582284844
Comoros, Marshall Islands, dry, 20, 7, okxiew, 1582284844
Lao People's Democratic Republic, Bulgaria, dry, 40, 236, duytcz, 1582284844
Vanuatu, Macao, reef, 40, 500, saryhx, 1582284844
Bahrain, France, dry, 40, 478, wpbqlm, 1582284844
Portugal, Bouvet Island (Bouvetoya), dry, 20, 262, vstaiw, 1582284844
Monaco, Indonesia, dry, 20, 11, awgkrf, 1582284844
Saint Lucia, Portugal, dry, 20, 464, ugalde, 1582284844
Vanuatu, Mozambique, dry, 20, 488, vfdalm, 1582284844
South Georgia and the South Sandwich Islands, Saint Pierre and Miquelon, reef, 20, 73, vjqlwx, 1582284844
Croatia, French Southern Territories, reef, 40, 238, noeqyb, 1582284844
Russian Federation, Netherlands Antilles, dry, 20, 322, hqtljz, 1582284844
Niue, Iceland, dry, 40, 369, zwsbyh, 1582284844
Tunisia, Greenland, dry, 20, 273, oflkmc, 1582284844
Italy, Tokelau, reef, 20, 26, qcexvk, 1582284844
Aruba, British Indian Ocean Territory (Chagos Archipelago), dry, 40, 128, mbluew, 1582284844
British Indian Ocean Territory (Chagos Archipelago), Angola, reef, 20, 498, feruhl, 1582284844
Bermuda, 'Virgin Islands, dry, 20, 383, omjpbe, 1582284844
El Salvador, Iraq, reef, 40, 90, gacist, 1582284844
Dominica, Puerto Rico, reef, 40, 307, incuxt, 1582284844
Saint Lucia, Venezuela, reef, 40, 361, buvsli, 1582284844
Jamaica, New Zealand, reef, 40, 399, zjgroq, 1582284844
Ireland, Syrian Arab Republic, reef, 20, 450, ylwgan, 1582284844
Vietnam, Fiji, dry, 20, 200, ucilno, 1582284844
'Virgin Islands, Nigeria, reef, 20, 60, bdtacs, 1582284844
Saint Vincent and the Grenadines, Spain, dry, 40, 165, rxijbt, 1582284844
Brunei Darussalam, Martinique, reef, 20, 94, xadblf, 1582284844
Mauritania, Burundi, dry, 40, 495, oybdri, 1582284844
Papua New Guinea, Albania, dry, 40, 125, menjov, 1582284844
Iraq, Bermuda, dry, 20, 27, gbnzvr, 1582284844
Montenegro, Mauritania, reef, 20, 231, syiqhd, 1582284844
Norway, Nigeria, reef, 40, 358, usvphf, 1582284844
Algeria, Burkina Faso, dry, 40, 292, kslyxf, 1582284844
Isle of Man, Serbia, dry, 20, 281, wuknbq, 1582284844
Argentina, Panama, dry, 40, 320, lwmpiz, 1582284844
Bahamas, Pakistan, dry, 40, 57, sejdut, 1582284844
Solomon Islands, Liberia, reef, 20, 52, poajrf, 1582284844
Algeria, Nauru, dry, 40, 278, vsjbnt, 1582284844
Aruba, Nigeria, dry, 40, 424, lkshja, 1582284844
Seychelles, Sao Tome and Principe, reef, 40, 349, moypui, 1582284844
Cote d'Ivoire, Congo, dry, 20, 312, udtghv, 1582284844
Martinique, Senegal, dry, 20, 122, vfnmtb, 1582284844
Lebanon, Ghana, reef, 20, 435, xrbmqa, 1582284844
Swaziland, Syrian Arab Republic, reef, 20, 326, imypfc, 1582284844
Malta, Seychelles, reef, 20, 53, iovray, 1582284844
Italy, Malaysia, reef, 20, 72, kpbyiv, 1582284844
Samoa, Uzbekistan, dry, 20, 89, jiyzdl, 1582284844
Kuwait, Belize, reef, 20, 247, wtmuks, 1582284844
New Zealand, Germany, dry, 40, 289, ezbqcv, 1582284844
South Africa, Malawi, reef, 40, 56, haejqc, 1582284844
Saint Kitts and Nevis, Lebanon, dry, 40, 159, mklniy, 1582284844
French Southern Territories, Sao Tome and Principe, dry, 40, 281, qtpwri, 1582284844
Anguilla, San Marino, reef, 40, 171, vfzebo, 1582284844
Argentina, Gambia, reef, 40, 66, qnpiry, 1582284844
Vietnam, Armenia, dry, 20, 408, wlieqk, 1582284844
Hong Kong, Bermuda, dry, 40, 266, hfynmo, 1582284844
Morocco, Oman, reef, 20, 2, fyvmgu, 1582284844
Saudi Arabia, United States Minor Outlying Islands, dry, 40, 212, pxbgof, 1582284844
Turkmenistan, Democratic People's Republic of Korea, dry, 20, 175, ednpsu, 1582284844
Turks and Caicos Islands, Turkey, dry, 40, 403, tsxcvg, 1582284844
United Kingdom, Seychelles, reef, 20, 10, zbjert, 1582284844
Andorra, Kyrgyz Republic, dry, 40, 473, qvngyp, 1582284844
Christmas Island, Rwanda, dry, 20, 257, lpvmxt, 1582284844
'Virgin Islands, Martinique, reef, 40, 200, haewis, 1582284844
Macedonia, Holy See (Vatican City State), dry, 40, 489, zgbopf, 1582284844
Monaco, Mauritius, dry, 40, 191, rasoyu, 1582284844
Colombia, Svalbard & Jan Mayen Islands, dry, 40, 6, xtqpyv, 1582284844
Nepal, Singapore, dry, 40, 289, lhadvp, 1582284844
India, Guinea-Bissau, reef, 40, 131, gyimtl, 1582284844
Netherlands Antilles, Timor-Leste, reef, 20, 1, ohlrya, 1582284844
Costa Rica, Czech Republic, reef, 20, 161, ynuzkv, 1582284844
United States of America, Eritrea, reef, 20, 397, dhjgct, 1582284844
Northern Mariana Islands, Djibouti, dry, 20, 177, jwytcb, 1582284844
Canada, Belarus, reef, 20, 65, zprbtk, 1582284844
Mauritius, Cyprus, dry, 20, 451, jpeftz, 1582284844
Belarus, Macedonia, dry, 40, 395, uiveqj, 1582284844
Kenya, Pakistan, reef, 40, 439, bvkjys, 1582284844
Kenya, Puerto Rico, dry, 40, 178, pzlbyq, 1582284844
Burkina Faso, Russian Federation, dry, 20, 397, tvsxpc, 1582284844
Guinea-Bissau, Papua New Guinea, reef, 40, 451, tazkqm, 1582284844
Uzbekistan, Afghanistan, dry, 20, 411, cevzqi, 1582284844
Germany, American Samoa, reef, 20, 414, loqvgf, 1582284844
Cayman Islands, Ukraine, reef, 40, 90, dyetib, 1582284844
India, Cayman Islands, reef, 20, 37, mvbecy, 1582284844
Saint Helena, Malawi, reef, 20, 427, rizxnj, 1582284844
Austria, Reunion, dry, 40, 490, wjkxpq, 1582284844
Holy See (Vatican City State), British', reef, 40, 161, musfqx, 1582284844
Eritrea, Comoros, reef, 40, 228, seopkf, 1582284844
Bahamas, Peru, reef, 20, 163, ochpyn, 1582284844
Dominican Republic, Falkland Islands (Malvinas), dry, 20, 386, lqpngk, 1582284844
Guyana, Georgia, dry, 40, 454, kvigdp, 1582284844
Mongolia, Saint Barthelemy, reef, 20, 194, stucol, 1582284844
Lesotho, Northern Mariana Islands, dry, 40, 478, qhmtay, 1582284844
Saint Martin, Malta, reef, 40, 301, iwjnab, 1582284844
Brunei Darussalam, Iceland, reef, 40, 25, alvudr, 1582284844
Hong Kong, Mayotte, dry, 20, 360, zqodtk, 1582284844
Suriname, Finland, reef, 40, 30, crolvq, 1582284844
Georgia, United Arab Emirates, reef, 40, 39, qpxfcz, 1582284844
United Kingdom, Martinique, dry, 20, 160, fusigw, 1582284844
Brazil, Latvia, reef, 20, 322, nmvudq, 1582284844
Antigua and Barbuda, Denmark, dry, 20, 216, ieturx, 1582284844
Bosnia and Herzegovina, Venezuela, reef, 40, 428, zohxyt, 1582284844
U.S.', Romania, dry, 40, 487, sogefw, 1582284844
French Guiana, Congo, dry, 20, 488, atwgnp, 1582284844
Fiji, Nauru, dry, 20, 470, jhqmrn, 1582284844
Sweden, Lao People's Democratic Republic, reef, 20, 355, sqrwnf, 1582284844
Micronesia, Congo, reef, 20, 250, wkyzdu, 1582284844
Paraguay, Palestinian Territory, reef, 20, 7, uzftkq, 1582284844
Holy See (Vatican City State), Guyana, reef, 40, 210, apivnk, 1582284844
Madagascar, Norway, reef, 20, 62, qyuvhn, 1582284844
'Virgin Islands, Mauritania, reef, 20, 450, wjpegq, 1582284844
Slovakia (Slovak Republic), Gambia, reef, 40, 11, atscnr, 1582284844
Mayotte, Albania, reef, 40, 437, gmlyaj, 1582284844
Sao Tome and Principe, Luxembourg, reef, 20, 444, tmlvfh, 1582284844
Antarctica (the territory South of 60 deg S), Togo, dry, 40, 87, olwczd, 1582284844
Gabon, Luxembourg, reef, 40, 304, aepkts, 1582284844
Pitcairn Islands, Saint Helena, dry, 40, 121, frxdcq, 1582284844
United States Minor Outlying Islands, Bahrain, reef, 40, 220, omsnub, 1582284844
Malawi, Reunion, reef, 20, 307, bzsenu, 1582284844
Greece, Central African Republic, dry, 40, 142, mfhdip, 1582284844
United Kingdom, Israel, reef, 20, 41, ravwbz, 1582284844
Sweden, Algeria, reef, 40, 36, pmzjgd, 1582284844
Faroe Islands, Monaco, reef, 40, 154, pvseir, 1582284844
Azerbaijan, Cocos (Keeling) Islands, dry, 40, 28, eftznv, 1582284844
Dominican Republic, Angola, dry, 20, 458, rwsden, 1582284844
Kenya, Colombia, reef, 40, 395, laucjb, 1582284844
Venezuela, Aruba, dry, 20, 47, jhrtwi, 1582284844
Saint Pierre and Miquelon, Andorra, dry, 20, 280, vmflrs, 1582284844
Tanzania, Moldova, dry, 40, 259, xlguwj, 1582284844
Barbados, Bermuda, dry, 40, 342, rbgept, 1582284844
Italy, Cook Islands, dry, 20, 61, ehzwix, 1582284844
Guadeloupe, Vietnam, dry, 20, 187, ksrmwn, 1582284844
United States Minor Outlying Islands, Antarctica (the territory South of 60 deg S), dry, 20, 133, bwvjnq, 1582284844
Chile, Palestinian Territory, dry, 20, 106, hdlubq, 1582284844
Democratic People's Republic of Korea, Cambodia, reef, 40, 288, wismbu, 1582284844
Dominican Republic, Egypt, reef, 40, 178, qoyxhk, 1582284844
Peru, Bouvet Island (Bouvetoya), dry, 40, 224, nyjedh, 1582284844
Honduras, Liechtenstein, dry, 40, 26, bvcqun, 1582284844
Slovakia (Slovak Republic), Yemen, dry, 20, 25, vpdrlf, 1582284844
Iceland, Mexico, reef, 20, 305, bpfuxz, 1582284844
Cyprus, Japan, dry, 20, 481, vdcznl, 1582284844
Cocos (Keeling) Islands, Christmas Island, reef, 40, 176, moeujn, 1582284844
United Kingdom, Denmark, reef, 20, 33, rfjwxo, 1582284844
Saint Vincent and the Grenadines, Gibraltar, reef, 20, 340, gexvsq, 1582284844
Puerto Rico, Guinea, dry, 20, 211, tspcyv, 1582284844
Lesotho, French Guiana, reef, 40, 81, rwueyl, 1582284844
Gambia, Solomon Islands, dry, 40, 209, jetvqi, 1582284844
Poland, Nicaragua, reef, 40, 380, jpnuti, 1582284844
Indonesia, Poland, dry, 40, 475, smvrig, 1582284844
Aruba, Pitcairn Islands, dry, 20, 406, nubzhq, 1582284844
Saint Martin, Djibouti, dry, 40, 16, foscea, 1582284844
Guadeloupe, Mongolia, dry, 40, 210, pacrzk, 1582284844
Marshall Islands, Denmark, dry, 20, 34, petscd, 1582284844
Ukraine, Botswana, reef, 40, 349, jkszdl, 1582284844
Nicaragua, Martinique, reef, 20, 265, xtubmg, 1582284844
United Arab Emirates, Netherlands Antilles, reef, 40, 81, izmdxb, 1582284844
Cocos (Keeling) Islands, Dominica, reef, 20, 419, alhxfv, 1582284844
Albania, Qatar, reef, 40, 361, axfoht, 1582284844
Azerbaijan, Cape Verde, reef, 20, 59, lwhgou, 1582284844
Libyan Arab Jamahiriya, Latvia, dry, 40, 60, mcvafk, 1582284844
Wallis and Futuna, Brazil, reef, 40, 314, qcuyte, 1582284844
China, United States Minor Outlying Islands, reef, 40, 1, kvwqzh, 1582284844
Saint Martin, Turks and Caicos Islands, reef, 20, 451, mlnhqb, 1582284844
Guinea-Bissau, Martinique, dry, 20, 108, sklwjt, 1582284844
Antarctica (the territory South of 60 deg S), Dominican Republic, dry, 40, 126, zmglin, 1582284844
Central African Republic, Heard Island and McDonald Islands, reef, 20, 232, bqensp, 1582284844
Tuvalu, Sao Tome and Principe, reef, 40, 99, mgfyth, 1582284844
Namibia, Ghana, reef, 20, 268, gtmlfn, 1582284844
Democratic People's Republic of Korea, Netherlands Antilles, reef, 20, 325, cqmndl, 1582284844
Serbia, Togo, dry, 40, 429, efmldp, 1582284844
Hungary, Israel, reef, 20, 29, skgjzd, 1582284844
French Guiana, Myanmar, reef, 20, 416, lpnwma, 1582284844
Tokelau, Puerto Rico, reef, 40, 176, nvalwc, 1582284844
Colombia, Palestinian Territory, reef, 40, 226, hcwmay, 1582284844
Iran, Pitcairn Islands, reef, 20, 58, vhycuf, 1582284844
Georgia, Guinea-Bissau, reef, 20, 412, lqyzrt, 1582284844
Bermuda, Norway, reef, 40, 295, djsrlz, 1582284844
South Africa, Bouvet Island (Bouvetoya), dry, 40, 301, mznvcp, 1582284844
Rwanda, Guinea-Bissau, dry, 40, 47, dvhfwb, 1582284844
Aruba, Barbados, reef, 20, 75, xnsvri, 1582284844
Guinea-Bissau, Republic of Korea, reef, 40, 164, gbfzno, 1582284844
Norfolk Island, Guinea, dry, 20, 251, hclztv, 1582284844
Antarctica (the territory South of 60 deg S), Zambia, dry, 20, 458, jmkzwo, 1582284844
Dominica, Tonga, dry, 40, 151, jwmkth, 1582284844
Christmas Island, South Georgia and the South Sandwich Islands, dry, 40, 131, nrhlvj, 1582284844
Bahrain, Sweden, reef, 20, 33, vwaycq, 1582284844
Mongolia, Comoros, dry, 40, 293, chalze, 1582284844
Bosnia and Herzegovina, Burundi, reef, 20, 339, saovgt, 1582284844
Slovakia (Slovak Republic), Guadeloupe, reef, 40, 246, jpszxe, 1582284844
Uzbekistan, Ecuador, dry, 40, 165, rgspvn, 1582284844
Mozambique, Sierra Leone, reef, 40, 91, iujhvr, 1582284844
Vanuatu, Seychelles, reef, 40, 248, rsizhq, 1582284844
Antarctica (the territory South of 60 deg S), Zambia, dry, 40, 435, mjktnl, 1582284844
Maldives, Bolivia, dry, 40, 442, ghfzdq, 1582284844
Sri Lanka, Republic of Korea, dry, 20, 236, emycfd, 1582284844
Macedonia, Libyan Arab Jamahiriya, dry, 20, 211, uwqrcb, 1582284844
Tanzania, Croatia, reef, 20, 249, sfqghr, 1582284844
Yemen, Cote d'Ivoire, reef, 20, 201, szrunw, 1582284844
Kiribati, French Guiana, reef, 20, 237, wlpdnb, 1582284844
Christmas Island, Netherlands Antilles, dry, 40, 470, ehtnpf, 1582284844
Dominica, Rwanda, reef, 20, 353, uclpvg, 1582284844
Cayman Islands, Honduras, reef, 40, 162, unvdqi, 1582284844
Guyana, Somalia, reef, 20, 445, tqlowz, 1582284844
Vanuatu, Barbados, dry, 40, 358, djazbc, 1582284844
Samoa, Sri Lanka, reef, 40, 411, cwjfso, 1582284844
Jersey, Algeria, reef, 20, 12, zmpdxk, 1582284844
Slovakia (Slovak Republic), United Kingdom, dry, 20, 408, rhfyik, 1582284844
Peru, New Caledonia, dry, 40, 122, ehorgf, 1582284844
Saudi Arabia, Swaziland, dry, 40, 238, bhmgzw, 1582284844
Jordan, Cambodia, reef, 40, 370, wajrql, 1582284844
Angola, Guyana, dry, 40, 307, grxuko, 1582284844
Congo, Democratic People's Republic of Korea, dry, 40, 78, rotnwk, 1582284844
Nicaragua, Jordan, reef, 20, 374, xpuawj, 1582284844
Puerto Rico, Antigua and Barbuda, dry, 20, 189, vgbpmo, 1582284844
Pakistan, Mongolia, reef, 20, 481, spteno, 1582284844
United States Minor Outlying Islands, Afghanistan, reef, 40, 89, zcsqha, 1582284844
Austria, Isle of Man, reef, 40, 256, ulpwsk, 1582284844
Isle of Man, Northern Mariana Islands, reef, 40, 35, qcsfdn, 1582284844
New Caledonia, Sri Lanka, dry, 40, 278, fghcwm, 1582284844
Mozambique, Nigeria, dry, 40, 467, asbxlj, 1582284844
Saint Lucia, Faroe Islands, reef, 40, 33, fpqnil, 1582284844
Hong Kong, Bermuda, reef, 20, 364, bewfkx, 1582284844
Palau, Burkina Faso, reef, 20, 186, omyrnw, 1582284844
Eritrea, 'Virgin Islands, dry, 20, 378, mpylhw, 1582284844
Australia, 'Virgin Islands, reef, 20, 437, ynmrad, 1582284844
Ethiopia, Suriname, dry, 20, 177, fhpdgy, 1582284844
Tanzania, Singapore, dry, 20, 175, jpnyha, 1582284844
Monaco, India, dry, 40, 296, muhcag, 1582284844
United Kingdom, Vanuatu, reef, 40, 71, sirobw, 1582284844
Sudan, Bhutan, reef, 40, 140, hdonsl, 1582284844
Mauritius, Greece, reef, 20, 333, fxigdj, 1582284844
South Africa, Vanuatu, reef, 20, 393, lbxacf, 1582284844
Lao People's Democratic Republic, Falkland Islands (Malvinas), reef, 40, 494, iweuvq, 1582284844
Syrian Arab Republic, Mauritania, reef, 20, 472, rfpxni, 1582284844
